unique_user_id,course_name,course_platform,QID334_p,QID355_p,QID356,QID363,QID366,QID367,QID388,QID371_1,QID371_2,QID371_3,QID371_4,QID371_5,QID371_6,QID371_7,QID371_8,QID601_1,QID601_2,QID601_3,QID601_4,QID601_6,QID601_15,QID601_16
,INTRO Spring 2017,EDX,Post-doctoral researcher,True,Physical Sciences,Undergraduate-focused college or university,"watch most or all of the course videos,review most of the course readings,complete most of the quizzes,complete the peer assessments,follow the discussion forums,earn a certificate of accomplishment",Yes,"the opportunity to interact with peers,the opportunity to interact with a facilitator,the opportunity to receive feedback on my teaching and learning practices,the opportunity to meet others interested in teaching and learning,the opportunity to discuss course materials and assignments,as a way of encouraging myself to keep up with the course material",3.0,3.0,3.0,3.0,3.0,1.0,3.0,,0.0,0.0,0.0,0.0,0.0,,
,INTRO Spring 2017,EDX,Doctoral student,True,Biological Sciences,"Research intensive university faculty position,Undergraduate-focused college or university","watch most or all of the course videos,review most of the course readings,complete most of the quizzes,complete the peer assessments,follow the discussion forums,earn a certificate of accomplishment",I'm not sure,i am not sure if i will participate in a mooc-centered learning community,1.0,3.0,1.0,3.0,3.0,0.0,2.0,,2.0,2.0,2.0,2.0,2.0,,
,INTRO Spring 2017,EDX,Doctoral student,True,Engineering,"Research intensive university faculty position,Undergraduate-focused college or university,Community college",review most of the course readings,I'm not sure,i am not sure if i will participate in a mooc-centered learning community,2.0,3.0,1.0,3.0,3.0,1.0,3.0,,2.0,0.0,2.0,1.0,2.0,,
,INTRO Spring 2017,EDX,Post-doctoral researcher,True,Biological Sciences,"Research intensive university faculty position,Undergraduate-focused college or university,Community college,I already work at a 2- or 4- year institution",earn a certificate of accomplishment,I'm not sure,,2.0,2.0,2.0,2.0,1.0,0.0,2.0,,3.0,3.0,3.0,3.0,3.0,,
,INTRO Spring 2017,EDX,Other,True,Physical Sciences,I do not intend to teach undergraduate STEM courses,"watch most or all of the course videos,review most of the course readings",No,i do not plan to participate in a mclc,2.0,2.0,0.0,2.0,0.0,0.0,2.0,,1.0,0.0,0.0,0.0,0.0,,
,INTRO Spring 2017,EDX,Other,False,None of the above,Other,"watch most or all of the course videos,review most of the course readings,complete most of the quizzes,complete the peer assessments,follow the discussion forums,actively contribute to the discussion forums,earn a certificate of accomplishment",I'm not sure,"the opportunity to interact with peers,the opportunity to interact with a facilitator,the opportunity to receive feedback on my teaching and learning practices,the opportunity to meet others interested in teaching and learning,the opportunity to discuss course materials and assignments",3.0,2.0,3.0,3.0,3.0,3.0,3.0,,2.0,2.0,2.0,2.0,2.0,,
,INTRO Spring 2017,EDX,Post-doctoral researcher,,Social Sciences,I already work at a 2- or 4- year institution,"watch most or all of the course videos,review most of the course readings,complete most of the quizzes,complete the peer assessments,follow the discussion forums,actively contribute to the discussion forums",No,,3.0,3.0,0.0,3.0,3.0,0.0,3.0,,2.0,0.0,0.0,0.0,0.0,,
,INTRO Spring 2017,EDX,Post-doctoral researcher,True,Biological Sciences,Research intensive university faculty position,"skim or watch some of the course videos,watch most or all of the course videos,review most of the course readings,complete most of the quizzes,complete the peer assessments,follow the discussion forums,actively contribute to the discussion forums,earn a certificate of accomplishment",Yes,"the opportunity to interact with peers,the opportunity to interact with a facilitator,the opportunity to discuss course materials and assignments",3.0,3.0,3.0,3.0,2.0,1.0,3.0,,0.0,0.0,0.0,0.0,0.0,,
,INTRO Spring 2017,EDX,Other,True,Learning Sciences,I already work at a 2- or 4- year institution,"watch most or all of the course videos,review most of the course readings,complete most of the quizzes,follow the discussion forums",I'm not sure,"the opportunity to interact with peers,the opportunity to interact with a facilitator,the opportunity to meet others interested in teaching and learning,the opportunity to discuss course materials and assignments",2.0,3.0,2.0,1.0,1.0,0.0,2.0,,3.0,3.0,3.0,2.0,3.0,,
,INTRO Spring 2017,EDX,Doctoral student,True,Physical Sciences,Undergraduate-focused college or university,"skim or watch some of the course videos,review most of the course readings,complete most of the quizzes,follow the discussion forums,earn a certificate of accomplishment",No,i do not plan to participate in a mclc,2.0,2.0,1.0,2.0,2.0,0.0,1.0,,3.0,2.0,2.0,2.0,2.0,,
,INTRO Spring 2017,EDX,Post-doctoral researcher,,"Earth, Atmospheric and Oceanic Sciences",Research intensive university faculty position,"watch most or all of the course videos,review most of the course readings,complete most of the quizzes,earn a certificate of accomplishment",I'm not sure,i am not sure if i will participate in a mooc-centered learning community,3.0,3.0,0.0,3.0,3.0,0.0,3.0,,1.0,0.0,0.0,0.0,0.0,,
,INTRO Spring 2017,EDX,,,None of the above,"I already work at a 2- or 4- year institution,Other","complete the peer assessments,actively contribute to the discussion forums",I'm not sure,"as a way of encouraging myself to keep up with the course material,i am not sure if i will participate in a mooc-centered learning community",3.0,3.0,3.0,3.0,3.0,2.0,3.0,,3.0,1.0,3.0,3.0,3.0,,
,INTRO Spring 2017,EDX,Post-doctoral researcher,True,Biological Sciences,Research intensive university faculty position,"watch most or all of the course videos,review most of the course readings,complete most of the quizzes,earn a certificate of accomplishment",I'm not sure,,1.0,1.0,0.0,2.0,2.0,0.0,3.0,,3.0,2.0,2.0,0.0,2.0,,
,INTRO Spring 2017,EDX,Other,False,Computer Science,I already work at a 2- or 4- year institution,watch most or all of the course videos,Yes,"the opportunity to receive feedback on my teaching and learning practices,the opportunity to meet others interested in teaching and learning,the opportunity to discuss course materials and assignments,i was required to participate in a local learning community for this mooc as part of my academic program",3.0,3.0,2.0,3.0,3.0,3.0,3.0,,2.0,2.0,3.0,1.0,2.0,,
,INTRO Spring 2017,EDX,Other,,Social Sciences,"Research intensive university faculty position,Undergraduate-focused college or university,Community college",earn a certificate of accomplishment,I'm not sure,"the opportunity to discuss course materials and assignments,i am not sure if i will participate in a mooc-centered learning community",3.0,3.0,3.0,3.0,3.0,2.0,3.0,,2.0,0.0,2.0,2.0,1.0,,
,INTRO Spring 2017,EDX,,,Learning Sciences,I do not intend to teach undergraduate STEM courses,"watch most or all of the course videos,review most of the course readings,complete most of the quizzes,complete the peer assessments",I'm not sure,i am not sure if i will participate in a mooc-centered learning community,3.0,3.0,0.0,3.0,0.0,0.0,3.0,,3.0,2.0,3.0,2.0,3.0,,
,INTRO Spring 2017,EDX,Faculty,False,Engineering,"Research intensive university faculty position,Undergraduate-focused college or university","watch most or all of the course videos,review most of the course readings",I'm not sure,the opportunity to discuss course materials and assignments,3.0,3.0,2.0,3.0,0.0,1.0,3.0,,2.0,0.0,1.0,0.0,1.0,,
,INTRO Summer 2017,EDX,Doctoral student,True,Biological Sciences,Undergraduate-focused college or university,complete most of the quizzes,Yes,the opportunity to receive feedback on my teaching and learning practices,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,,
,INTRO Summer 2017,EDX,Faculty,False,Physical Sciences,I already work at a 2- or 4- year institution,"watch most or all of the course videos,review most of the course readings,complete most of the quizzes,complete the peer assessments,follow the discussion forums,actively contribute to the discussion forums",No,i do not plan to participate in a mclc,3.0,3.0,2.0,3.0,0.0,1.0,2.0,,2.0,1.0,1.0,1.0,2.0,,
,INTRO Summer 2017,EDX,Post-doctoral researcher,True,Health Fields,Research intensive university faculty position,"watch most or all of the course videos,review most of the course readings,complete most of the quizzes,complete the peer assessments,follow the discussion forums,actively contribute to the discussion forums,earn a certificate of accomplishment",I'm not sure,"the opportunity to meet others interested in teaching and learning,the opportunity to discuss course materials and assignments,as a way of encouraging myself to keep up with the course material,i am not sure if i will participate in a mooc-centered learning community",3.0,3.0,1.0,3.0,2.0,1.0,3.0,,1.0,0.0,0.0,0.0,0.0,,
,INTRO Summer 2017,EDX,Doctoral student,True,Biological Sciences,Undergraduate-focused college or university,"watch most or all of the course videos,review most of the course readings,complete most of the quizzes,complete the peer assessments,follow the discussion forums,actively contribute to the discussion forums",No,i do not plan to participate in a mclc,3.0,3.0,1.0,3.0,1.0,0.0,2.0,,1.0,0.0,1.0,1.0,1.0,,
,INTRO Summer 2017,EDX,Post-doctoral researcher,,Engineering,Research intensive university faculty position,"watch most or all of the course videos,review most of the course readings,complete most of the quizzes,complete the peer assessments,follow the discussion forums",No,,2.0,2.0,2.0,2.0,2.0,0.0,2.0,,1.0,1.0,1.0,2.0,1.0,,
,INTRO Summer 2017,EDX,Post-doctoral researcher,False,Engineering,Research intensive university faculty position,"watch most or all of the course videos,review most of the course readings,complete most of the quizzes,complete the peer assessments,earn a certificate of accomplishment",No,,3.0,3.0,1.0,3.0,2.0,1.0,3.0,,2.0,1.0,2.0,1.0,0.0,,
,INTRO Summer 2017,EDX,Faculty,,Biological Sciences,Undergraduate-focused college or university,"watch most or all of the course videos,review most of the course readings,complete most of the quizzes,complete the peer assessments,earn a certificate of accomplishment",No,,2.0,2.0,1.0,3.0,0.0,0.0,2.0,,2.0,0.0,1.0,0.0,1.0,,
,INTRO Summer 2017,EDX,Other,,Mathematical Sciences,I do not intend to teach undergraduate STEM courses,"watch most or all of the course videos,review most of the course readings,complete most of the quizzes,follow the discussion forums",I'm not sure,"the opportunity to interact with a facilitator,the opportunity to receive feedback on my teaching and learning practices,the opportunity to discuss course materials and assignments,i am not sure if i will participate in a mooc-centered learning community",3.0,1.0,1.0,3.0,1.0,0.0,3.0,,2.0,1.0,2.0,2.0,2.0,,
,INTRO Summer 2017,EDX,Other,True,"Earth, Atmospheric and Oceanic Sciences",Undergraduate-focused college or university,"watch most or all of the course videos,complete most of the quizzes,complete the peer assessments,follow the discussion forums,actively contribute to the discussion forums",No,i do not plan to participate in a mclc,3.0,2.0,1.0,3.0,2.0,0.0,2.0,,0.0,0.0,0.0,0.0,0.0,,
,INTRO Summer 2017,EDX,Post-doctoral researcher,False,Biological Sciences,I do not intend to teach undergraduate STEM courses,"watch most or all of the course videos,review most of the course readings,complete most of the quizzes,complete the peer assessments,follow the discussion forums,actively contribute to the discussion forums,earn a certificate of accomplishment",I'm not sure,"the opportunity to interact with a facilitator,the opportunity to meet others interested in teaching and learning",1.0,1.0,1.0,2.0,2.0,2.0,1.0,,1.0,0.0,0.0,0.0,0.0,,
,INTRO Summer 2017,EDX,Post-doctoral researcher,True,Biological Sciences,"Research intensive university faculty position,Undergraduate-focused college or university","watch most or all of the course videos,complete most of the quizzes",Yes,"the opportunity to interact with peers,the opportunity to meet others interested in teaching and learning,the opportunity to discuss course materials and assignments",2.0,2.0,1.0,2.0,2.0,1.0,1.0,,2.0,1.0,0.0,1.0,0.0,,
,INTRO Summer 2017,EDX,Other,,Computer Science,"Undergraduate-focused college or university,Other","watch most or all of the course videos,follow the discussion forums,earn a certificate of accomplishment",I'm not sure,,1.0,1.0,3.0,1.0,2.0,0.0,1.0,,3.0,3.0,3.0,2.0,3.0,,
,INTRO Summer 2017,EDX,Doctoral student,True,Biological Sciences,Undergraduate-focused college or university,"watch most or all of the course videos,review most of the course readings,complete most of the quizzes,complete the peer assessments,follow the discussion forums",I'm not sure,,3.0,3.0,2.0,3.0,2.0,0.0,1.0,,2.0,0.0,0.0,0.0,0.0,,
,INTRO Summer 2017,EDX,Post-doctoral researcher,True,Physical Sciences,Undergraduate-focused college or university,"watch most or all of the course videos,review most of the course readings,complete most of the quizzes,complete the peer assessments,earn a certificate of accomplishment",Yes,"the opportunity to interact with peers,the opportunity to receive feedback on my teaching and learning practices,the opportunity to meet others interested in teaching and learning,the opportunity to discuss course materials and assignments,as a way of encouraging myself to keep up with the course material,other reason for participating in a mclc",3.0,2.0,0.0,2.0,3.0,0.0,3.0,,0.0,0.0,0.0,0.0,3.0,,
,INTRO Summer 2017,EDX,Doctoral student,True,Biological Sciences,"Research intensive university faculty position,Undergraduate-focused college or university","watch most or all of the course videos,review most of the course readings,complete most of the quizzes,complete the peer assessments,follow the discussion forums,actively contribute to the discussion forums,earn a certificate of accomplishment",No,i do not plan to participate in a mclc,3.0,3.0,2.0,3.0,3.0,1.0,3.0,,2.0,1.0,1.0,1.0,2.0,,
,INTRO Summer 2017,EDX,Doctoral student,True,Physical Sciences,"Undergraduate-focused college or university,Community college","watch most or all of the course videos,review most of the course readings,complete most of the quizzes,complete the peer assessments,earn a certificate of accomplishment",Yes,"the opportunity to interact with peers,the opportunity to interact with a facilitator,the opportunity to discuss course materials and assignments,as a way of encouraging myself to keep up with the course material",3.0,3.0,0.0,3.0,3.0,0.0,2.0,,2.0,0.0,0.0,1.0,0.0,,
,INTRO Summer 2017,EDX,Post-doctoral researcher,True,Physical Sciences,"Undergraduate-focused college or university,I already work at a 2- or 4- year institution,Other","watch most or all of the course videos,review most of the course readings,complete most of the quizzes,complete the peer assessments,follow the discussion forums,actively contribute to the discussion forums,earn a certificate of accomplishment",No,i do not plan to participate in a mclc,3.0,3.0,1.0,3.0,1.0,0.0,3.0,,2.0,2.0,2.0,1.0,2.0,,
,INTRO Summer 2017,EDX,Other,True,None of the above,"Undergraduate-focused college or university,Community college","watch most or all of the course videos,review most of the course readings,complete most of the quizzes,complete the peer assessments,follow the discussion forums,actively contribute to the discussion forums,earn a certificate of accomplishment",I'm not sure,i am not sure if i will participate in a mooc-centered learning community,3.0,2.0,2.0,3.0,1.0,0.0,2.0,,1.0,1.0,1.0,2.0,1.0,,
,INTRO Summer 2017,EDX,Doctoral student,True,Physical Sciences,"Research intensive university faculty position,Undergraduate-focused college or university,Community college","watch most or all of the course videos,review most of the course readings,complete most of the quizzes,complete the peer assessments,follow the discussion forums",Yes,"the opportunity to interact with peers,the opportunity to meet others interested in teaching and learning,the opportunity to discuss course materials and assignments",3.0,3.0,3.0,3.0,2.0,0.0,3.0,,1.0,0.0,0.0,1.0,0.0,,
,INTRO Summer 2017,EDX,Post-doctoral researcher,,Biological Sciences,Undergraduate-focused college or university,"watch most or all of the course videos,review most of the course readings,complete most of the quizzes,complete the peer assessments,follow the discussion forums,actively contribute to the discussion forums,earn a certificate of accomplishment",I'm not sure,"the opportunity to interact with a facilitator,the opportunity to receive feedback on my teaching and learning practices,the opportunity to meet others interested in teaching and learning,the opportunity to discuss course materials and assignments",3.0,3.0,2.0,3.0,2.0,1.0,3.0,,3.0,3.0,3.0,2.0,3.0,,
,INTRO Summer 2017,EDX,Doctoral student,False,Biological Sciences,"Research intensive university faculty position,Undergraduate-focused college or university","skim or watch some of the course videos,review most of the course readings,complete most of the quizzes,complete the peer assessments,follow the discussion forums,actively contribute to the discussion forums",I'm not sure,,3.0,3.0,1.0,2.0,0.0,1.0,1.0,,1.0,0.0,0.0,0.0,2.0,,
,INTRO Summer 2017,EDX,Faculty,,Biological Sciences,I already work at a 2- or 4- year institution,"skim or watch some of the course videos,review most of the course readings,complete most of the quizzes,follow the discussion forums",I'm not sure,i am not sure if i will participate in a mooc-centered learning community,3.0,3.0,1.0,3.0,1.0,0.0,3.0,,2.0,2.0,3.0,0.0,3.0,,
,INTRO Summer 2017,EDX,Other,True,Agricultural Sciences,"Research intensive university faculty position,Undergraduate-focused college or university","watch most or all of the course videos,review most of the course readings,complete most of the quizzes,follow the discussion forums,actively contribute to the discussion forums,earn a certificate of accomplishment",I'm not sure,"the opportunity to interact with peers,the opportunity to interact with a facilitator,the opportunity to receive feedback on my teaching and learning practices,the opportunity to meet others interested in teaching and learning,the opportunity to discuss course materials and assignments,i am not sure if i will participate in a mooc-centered learning community",3.0,3.0,2.0,3.0,2.0,0.0,3.0,,1.0,1.0,1.0,2.0,2.0,,
,INTRO Summer 2017,EDX,Faculty,,Mathematical Sciences,I already work at a 2- or 4- year institution,"watch most or all of the course videos,review most of the course readings,complete most of the quizzes,complete the peer assessments,follow the discussion forums,actively contribute to the discussion forums,earn a certificate of accomplishment",No,i do not plan to participate in a mclc,2.0,3.0,2.0,3.0,2.0,3.0,2.0,,3.0,3.0,3.0,3.0,3.0,,
,INTRO Summer 2017,EDX,Post-doctoral researcher,True,Biological Sciences,Undergraduate-focused college or university,"watch most or all of the course videos,review most of the course readings,complete most of the quizzes,complete the peer assessments,follow the discussion forums,earn a certificate of accomplishment",I'm not sure,"the opportunity to interact with peers,the opportunity to meet others interested in teaching and learning",3.0,3.0,1.0,3.0,1.0,1.0,2.0,,2.0,1.0,0.0,0.0,0.0,,
,INTRO Summer 2017,EDX,Other,,Health Fields,Other,"skim or watch some of the course videos,watch most or all of the course videos,review most of the course readings,complete most of the quizzes,complete the peer assessments,follow the discussion forums,actively contribute to the discussion forums,earn a certificate of accomplishment",No,i do not plan to participate in a mclc,3.0,3.0,0.0,3.0,0.0,0.0,3.0,,2.0,0.0,0.0,0.0,0.0,,
,INTRO Summer 2017,EDX,Other,False,Biological Sciences,"Undergraduate-focused college or university,Community college,I already work at a 2- or 4- year institution","watch most or all of the course videos,review most of the course readings,complete most of the quizzes,complete the peer assessments,follow the discussion forums,actively contribute to the discussion forums,earn a certificate of accomplishment",I'm not sure,i am not sure if i will participate in a mooc-centered learning community,3.0,3.0,1.0,3.0,3.0,1.0,3.0,,3.0,2.0,1.0,0.0,0.0,,
,INTRO Summer 2017,EDX,Doctoral student,True,Engineering,Undergraduate-focused college or university,"skim or watch some of the course videos,review most of the course readings,complete most of the quizzes,complete the peer assessments",Yes,"the opportunity to interact with peers,the opportunity to interact with a facilitator,the opportunity to receive feedback on my teaching and learning practices,the opportunity to meet others interested in teaching and learning,the opportunity to discuss course materials and assignments,i was required to participate in a local learning community for this mooc as part of my academic program,as a way of encouraging myself to keep up with the course material",1.0,2.0,1.0,1.0,3.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,,
,INTRO Summer 2017,EDX,Other,True,Biological Sciences,Undergraduate-focused college or university,"watch most or all of the course videos,review most of the course readings,complete most of the quizzes,complete the peer assessments,follow the discussion forums,actively contribute to the discussion forums,earn a certificate of accomplishment",Yes,"the opportunity to interact with peers,the opportunity to interact with a facilitator,the opportunity to receive feedback on my teaching and learning practices,the opportunity to meet others interested in teaching and learning,the opportunity to discuss course materials and assignments,as a way of encouraging myself to keep up with the course material",3.0,3.0,1.0,3.0,2.0,2.0,3.0,,2.0,0.0,0.0,1.0,0.0,,
,INTRO Summer 2017,EDX,Doctoral student,True,Agricultural Sciences,"Undergraduate-focused college or university,Community college","watch most or all of the course videos,review most of the course readings,complete most of the quizzes,complete the peer assessments,follow the discussion forums,actively contribute to the discussion forums,earn a certificate of accomplishment",I'm not sure,i am not sure if i will participate in a mooc-centered learning community,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,1.0,2.0,,
,INTRO Summer 2017,EDX,Doctoral student,True,Engineering,"Research intensive university faculty position,Undergraduate-focused college or university","watch most or all of the course videos,review most of the course readings,complete most of the quizzes",I'm not sure,i am not sure if i will participate in a mooc-centered learning community,3.0,2.0,2.0,3.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,
,INTRO Summer 2017,EDX,Doctoral student,,"Earth, Atmospheric and Oceanic Sciences","Research intensive university faculty position,Undergraduate-focused college or university","watch most or all of the course videos,review most of the course readings,complete most of the quizzes,complete the peer assessments,follow the discussion forums,actively contribute to the discussion forums,earn a certificate of accomplishment",I'm not sure,"the opportunity to interact with peers,the opportunity to interact with a facilitator,the opportunity to receive feedback on my teaching and learning practices,the opportunity to discuss course materials and assignments,as a way of encouraging myself to keep up with the course material",3.0,3.0,3.0,3.0,3.0,3.0,3.0,,1.0,0.0,0.0,1.0,0.0,,
,INTRO Summer 2017,EDX,Post-doctoral researcher,False,Engineering,"Research intensive university faculty position,Undergraduate-focused college or university","watch most or all of the course videos,review most of the course readings,follow the discussion forums",I'm not sure,,3.0,2.0,0.0,3.0,1.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,,
,INTRO Summer 2017,EDX,Post-doctoral researcher,,Biological Sciences,Research intensive university faculty position,complete the peer assessments,I'm not sure,,3.0,3.0,0.0,2.0,2.0,0.0,3.0,,0.0,0.0,0.0,0.0,0.0,,
,INTRO Summer 2017,EDX,Doctoral student,True,Biological Sciences,"Research intensive university faculty position,Undergraduate-focused college or university,Community college","watch most or all of the course videos,review most of the course readings,complete most of the quizzes,complete the peer assessments,follow the discussion forums",I'm not sure,"the opportunity to interact with peers,the opportunity to interact with a facilitator,the opportunity to discuss course materials and assignments",1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,
,INTRO Summer 2017,EDX,Other,True,Biological Sciences,I already work at a 2- or 4- year institution,"watch most or all of the course videos,review most of the course readings,complete most of the quizzes,complete the peer assessments,follow the discussion forums,actively contribute to the discussion forums",I'm not sure,i am not sure if i will participate in a mooc-centered learning community,3.0,3.0,2.0,3.0,2.0,0.0,3.0,,2.0,3.0,2.0,1.0,2.0,,
,INTRO Summer 2017,EDX,Doctoral student,True,"Earth, Atmospheric and Oceanic Sciences","Research intensive university faculty position,Undergraduate-focused college or university","watch most or all of the course videos,review most of the course readings,complete most of the quizzes,complete the peer assessments",I'm not sure,"the opportunity to receive feedback on my teaching and learning practices,the opportunity to discuss course materials and assignments,as a way of encouraging myself to keep up with the course material",1.0,3.0,0.0,2.0,0.0,0.0,2.0,,1.0,0.0,0.0,0.0,0.0,,
,INTRO Summer 2017,EDX,Doctoral student,True,Biological Sciences,Research intensive university faculty position,"watch most or all of the course videos,review most of the course readings,complete most of the quizzes,complete the peer assessments,follow the discussion forums",I'm not sure,i am not sure if i will participate in a mooc-centered learning community,3.0,3.0,0.0,3.0,1.0,0.0,2.0,,3.0,3.0,3.0,2.0,2.0,,
,INTRO Summer 2017,EDX,Doctoral student,True,Biological Sciences,Research intensive university faculty position,"watch most or all of the course videos,review most of the course readings,complete most of the quizzes,complete the peer assessments,follow the discussion forums,actively contribute to the discussion forums,earn a certificate of accomplishment",Yes,"the opportunity to interact with peers,the opportunity to interact with a facilitator,the opportunity to receive feedback on my teaching and learning practices,the opportunity to meet others interested in teaching and learning,the opportunity to discuss course materials and assignments,as a way of encouraging myself to keep up with the course material",3.0,3.0,3.0,3.0,3.0,3.0,3.0,,2.0,2.0,2.0,2.0,2.0,,
,INTRO Summer 2017,EDX,Doctoral student,True,Agricultural Sciences,"Research intensive university faculty position,Undergraduate-focused college or university,Community college","watch most or all of the course videos,review most of the course readings,complete most of the quizzes,complete the peer assessments,follow the discussion forums,earn a certificate of accomplishment",I'm not sure,,2.0,2.0,1.0,2.0,2.0,0.0,1.0,,3.0,3.0,1.0,3.0,1.0,,
,INTRO Summer 2017,EDX,Post-doctoral researcher,True,Biological Sciences,"I do not intend to teach undergraduate STEM courses,Undergraduate-focused college or university,Community college","skim or watch some of the course videos,watch most or all of the course videos,review most of the course readings,complete most of the quizzes",I'm not sure,"the opportunity to interact with peers,the opportunity to interact with a facilitator,the opportunity to receive feedback on my teaching and learning practices,the opportunity to meet others interested in teaching and learning,the opportunity to discuss course materials and assignments,as a way of encouraging myself to keep up with the course material,i am not sure if i will participate in a mooc-centered learning community",3.0,3.0,1.0,3.0,1.0,0.0,2.0,,1.0,0.0,3.0,1.0,2.0,,
,INTRO Summer 2017,EDX,Doctoral student,True,Biological Sciences,Research intensive university faculty position,"watch most or all of the course videos,review most of the course readings,complete most of the quizzes,complete the peer assessments,follow the discussion forums,actively contribute to the discussion forums,earn a certificate of accomplishment",I'm not sure,i am not sure if i will participate in a mooc-centered learning community,3.0,3.0,3.0,3.0,3.0,0.0,3.0,,1.0,1.0,1.0,1.0,1.0,,
,INTRO Summer 2017,EDX,Post-doctoral researcher,True,Agricultural Sciences,Research intensive university faculty position,"watch most or all of the course videos,review most of the course readings,complete the peer assessments,follow the discussion forums,earn a certificate of accomplishment",I'm not sure,"the opportunity to interact with peers,the opportunity to interact with a facilitator,the opportunity to meet others interested in teaching and learning,the opportunity to discuss course materials and assignments",2.0,1.0,2.0,3.0,2.0,1.0,0.0,,1.0,1.0,2.0,3.0,2.0,,
,INTRO Summer 2017,EDX,Doctoral student,True,Physical Sciences,Undergraduate-focused college or university,"watch most or all of the course videos,review most of the course readings,follow the discussion forums",I'm not sure,,2.0,1.0,1.0,2.0,2.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,,
,INTRO Summer 2017,EDX,Doctoral student,False,Biological Sciences,"Research intensive university faculty position,Undergraduate-focused college or university,Community college","watch most or all of the course videos,review most of the course readings,complete most of the quizzes,complete the peer assessments,follow the discussion forums,earn a certificate of accomplishment",I'm not sure,i am not sure if i will participate in a mooc-centered learning community,3.0,3.0,0.0,3.0,2.0,1.0,2.0,,1.0,0.0,0.0,1.0,0.0,,
,INTRO Summer 2017,EDX,Other,,Engineering,I already work at a 2- or 4- year institution,"watch most or all of the course videos,review most of the course readings,complete most of the quizzes,complete the peer assessments,follow the discussion forums,actively contribute to the discussion forums",I'm not sure,i am not sure if i will participate in a mooc-centered learning community,2.0,2.0,2.0,3.0,2.0,2.0,2.0,,3.0,1.0,3.0,3.0,3.0,,
,INTRO Summer 2017,EDX,Post-doctoral researcher,True,Biological Sciences,Research intensive university faculty position,"watch most or all of the course videos,complete most of the quizzes,complete the peer assessments,earn a certificate of accomplishment",Yes,"the opportunity to meet others interested in teaching and learning,the opportunity to discuss course materials and assignments,as a way of encouraging myself to keep up with the course material",2.0,2.0,0.0,2.0,2.0,0.0,0.0,,1.0,2.0,1.0,0.0,1.0,,
,INTRO Summer 2017,EDX,Other,,Biological Sciences,"Undergraduate-focused college or university,Community college","watch most or all of the course videos,review most of the course readings,complete most of the quizzes",No,i do not plan to participate in a mclc,1.0,1.0,1.0,1.0,0.0,0.0,1.0,,2.0,1.0,1.0,2.0,1.0,,
,INTRO Summer 2017,EDX,Doctoral student,True,Health Fields,Research intensive university faculty position,"watch most or all of the course videos,review most of the course readings,complete most of the quizzes,complete the peer assessments,follow the discussion forums,actively contribute to the discussion forums,earn a certificate of accomplishment",I'm not sure,i am not sure if i will participate in a mooc-centered learning community,2.0,2.0,2.0,2.0,2.0,0.0,2.0,,2.0,0.0,1.0,1.0,2.0,,
,INTRO Summer 2017,EDX,Faculty,True,Social Sciences,I already work at a 2- or 4- year institution,"watch most or all of the course videos,review most of the course readings,complete most of the quizzes,complete the peer assessments,follow the discussion forums,actively contribute to the discussion forums,earn a certificate of accomplishment",No,i do not plan to participate in a mclc,3.0,3.0,3.0,3.0,3.0,0.0,2.0,,3.0,3.0,2.0,3.0,2.0,,
,INTRO Summer 2017,EDX,Doctoral student,,"Earth, Atmospheric and Oceanic Sciences","Research intensive university faculty position,Undergraduate-focused college or university,Community college","watch most or all of the course videos,review most of the course readings,complete most of the quizzes,complete the peer assessments,earn a certificate of accomplishment",I'm not sure,i am not sure if i will participate in a mooc-centered learning community,3.0,3.0,1.0,3.0,0.0,0.0,3.0,,0.0,1.0,0.0,1.0,0.0,,
,INTRO Summer 2017,EDX,Other,True,Biological Sciences,I already work at a 2- or 4- year institution,"watch most or all of the course videos,review most of the course readings,complete most of the quizzes,complete the peer assessments,actively contribute to the discussion forums,earn a certificate of accomplishment",No,i do not plan to participate in a mclc,3.0,3.0,3.0,3.0,3.0,0.0,3.0,,2.0,2.0,2.0,3.0,2.0,,
,INTRO Summer 2017,EDX,Doctoral student,True,Mathematical Sciences,Undergraduate-focused college or university,"watch most or all of the course videos,review most of the course readings,complete most of the quizzes,complete the peer assessments,follow the discussion forums,actively contribute to the discussion forums,earn a certificate of accomplishment",Yes,the opportunity to interact with peers,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,1.0,0.0,1.0,0.0,1.0,,
,INTRO Summer 2017,EDX,Doctoral student,True,Engineering,"Research intensive university faculty position,Undergraduate-focused college or university","watch most or all of the course videos,review most of the course readings,complete most of the quizzes,follow the discussion forums,actively contribute to the discussion forums,earn a certificate of accomplishment",I'm not sure,,3.0,3.0,1.0,2.0,2.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,,
